Subject,trial_number,State_1,State_2,State_3,outcome_type,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_shock,State_2_shock
M101,87,nan,nan,nan,moves_entered,nan,nan,nan,,0.0,1.0,1.0,0.0
M101,88,2,4,6,moves_entered,10.129295971059037,12.417249929116224,14.273587106756167,,1.0,0.0,1.0,1.0
M101,89,nan,nan,nan,moves_entered,nan,nan,nan,,0.0,1.0,1.0,0.0
M101,90,nan,nan,nan,moves_entered,nan,nan,nan,,0.0,1.0,0.0,0.0
M101,91,2,4,6,moves_entered,10.276779219664604,12.565761174653744,14.186075478606654,,0.0,0.0,1.0,0.0
M101,92,2,4,6,moves_entered,9.951357769376045,12.415141715282516,14.252684390881768,,0.0,0.0,1.0,0.0
M101,93,2,4,6,moves_entered,9.912778929108754,12.535638621753606,14.155918112395739,,0.0,0.0,1.0,0.0
M101,94,1,3,5,too_few_moves,nan,nan,nan,,1.0,0.0,1.0,0.0
M101,95,2,4,6,moves_entered,9.891455775545182,12.29756745330451,14.473268230209214,,0.0,0.0,1.0,0.0
M101,96,2,4,6,moves_entered,9.86832902462993,12.287245975800033,14.308723780806758,,0.0,0.0,0.0,0.0
M101,97,2,4,6,moves_entered,10.06618211446039,12.438628315339884,14.359282417302893,,0.0,0.0,1.0,0.0
M101,98,2,4,6,moves_entered,9.93986268156732,12.391440544721263,14.74899401244329,,0.0,0.0,1.0,0.0
M101,99,2,4,6,moves_entered,9.891195679934754,12.146682877173589,14.253627028250776,,0.0,0.0,0.0,0.0
